__ctr_start,00100000
FUN_003fefc0,003fefc0
FUN_003fefec,003fefec
FUN_003ff138,003ff138
FUN_003ff154,003ff154
FUN_003ff1b0,003ff1b0
FUN_003ff284,003ff284
FUN_003ff2c4,003ff2c4
FUN_003ff354,003ff354
FUN_003ff384,003ff384
FUN_003ff4ac,003ff4ac
FUN_003ff4d0,003ff4d0
FUN_003ff53c,003ff53c
FUN_003ff714,003ff714
FUN_003ff718,003ff718
FUN_003ff758,003ff758
FUN_003ff874,003ff874
FUN_003ff8d0,003ff8d0
FUN_003ff94c,003ff94c
FUN_003ff970,003ff970
FUN_003ff9d0,003ff9d0
FUN_003ff9f8,003ff9f8
FUN_003ffa08,003ffa08
Read,003ffa40
Seek,003ffa68
FUN_003ffa98,003ffa98
TrySetSize,003ffaa4
Close,003ffab0
TryRead_003ffadc,003ffadc
TryWrite,003ffb70
dtor_003ffb7c,003ffb7c
OpenFile,003ffb80
ArchiveTableEntry,003ffce4
DeleteFile,003ffcf8
DeleteObject,003ffd60
TrySetSize_003ffd8c,003ffd8c
Close_003ffdd0,003ffdd0
TryRead_003ffe10,003ffe10
TryWrite_003ffec0,003ffec0
dtor_003fff90,003fff90
OpenFile_003fffb8,003fffb8
dtor_004000a0,004000a0
DeleteObject_00400104,00400104
dtor_00400134,00400134
DeleteFile_004001a8,004001a8
OpenFile_004001f8,004001f8
Read_00400290,00400290
Close_004002ec,004002ec
Write,00400318
GetSize,00400394
SetSize,004003d0
FUN_004003fc,004003fc
FUN_004009e0,004009e0
FUN_004009e4,004009e4
dtor_004009f8,004009f8
dtor_00400a50,00400a50
dtor_00400a78,00400a78
dtor_00400aa0,00400aa0
FreeToMemoryBlockSpace,00400ad4
FUN_00400ae4,00400ae4
Initialize_00400b0c,00400b0c
PathParser,00400b60
InvalidateDCache,00400b78
Sleep_00400bb8,00400bb8
FUN_00400dd4,00400dd4
dtor_00400e74,00400e74
DisableGyroscopeLow,00400eac
FUN_00400edc,00400edc
ResumeScheduler,00400ee8
FUN_00400f1c,00400f1c
FUN_004010d0,004010d0
dtor_0040125c,0040125c
dtor_00401260,00401260
dtor_00401264,00401264
Voice,00401268
FUN_004012ac,004012ac
FUN_004012ec,004012ec
FUN_00401318,00401318
FUN_004013c0,004013c0
FUN_00401430,00401430
FUN_00401578,00401578
FUN_004015d0,004015d0
FUN_00401604,00401604
FUN_00401624,00401624
FUN_00401648,00401648
VoiceImpl,00401668
dtor_004016fc,004016fc
dtor_00401700,00401700
nngxlowInitialize,00401730
Initialize_00401734,00401734
nngxlowWriteHWRegs,004017d8
WriteHWRegs,004017dc
Initialize_00401804,00401804
SetBufferSwap,00401860
StartLcdDisplay,00401924
Initialize_00401950,00401950
ReceiverThreadFunc,00401c00
FUN_00401e54,00401e54
nngxlowWriteHWRegsWithMask,00401ed4
WriteHWRegsWithMask,00401ed8
nngxlowIsFirstInitialization,00401f08
nngxlowRegisterInterruptHandler,00401f1c
RegisterInterruptHandler,00401f20
nngxlowGetNumSpeculativeRequests,00402004
WriteHWRegs_00402018,00402018
SetLcdForceBlack,0040205c
WriteHWRegsWithMask_00402094,00402094
RegisterInterruptRelayQueue,004020f0
IsFatalErrMode,00402144
Enable,00402154
Enable_0040218c,0040218c
FUN_00402274,00402274
FUN_004022c0,004022c0
FUN_004022f0,004022f0
FUN_00402350,00402350
FUN_00402394,00402394
FUN_004024a8,004024a8
FUN_00402554,00402554
FUN_00402570,00402570
FUN_004025c0,004025c0
FUN_004025f0,004025f0
FUN_00402644,00402644
FUN_004026c4,004026c4
FUN_00402720,00402720
FUN_004027c8,004027c8
FUN_004027f4,004027f4
FUN_00402800,00402800
FUN_00402814,00402814
FUN_004028b8,004028b8
FUN_00402904,00402904
FUN_0040294c,0040294c
FUN_00402a50,00402a50
FUN_00402b98,00402b98
FUN_00402bac,00402bac
FUN_00402c60,00402c60
FUN_00402ccc,00402ccc
FUN_00402cfc,00402cfc
FUN_00402d28,00402d28
FUN_00402dac,00402dac
FUN_00402e1c,00402e1c
FUN_00402fc0,00402fc0
FUN_00403000,00403000
FUN_00403004,00403004
FUN_00403040,00403040
FUN_00403078,00403078
FUN_004030e4,004030e4
FUN_00403118,00403118
FUN_00403198,00403198
FUN_004031f8,004031f8
FUN_00403294,00403294
FUN_0040335c,0040335c
FUN_00403584,00403584
FUN_00403648,00403648
FUN_004036c0,004036c0
FUN_004037a8,004037a8
FUN_00403814,00403814
FUN_0040395c,0040395c
FUN_004039b8,004039b8
FUN_004039f4,004039f4
FUN_00403a24,00403a24
FUN_00403a38,00403a38
FUN_00403a5c,00403a5c
FUN_00403a94,00403a94
FUN_00403c2c,00403c2c
FUN_00403cc8,00403cc8
FUN_00404008,00404008
FUN_00404114,00404114
FUN_004042b8,004042b8
FUN_00404310,00404310
FUN_0040433c,0040433c
FUN_00404348,00404348
FUN_00404354,00404354
FUN_00404394,00404394
FUN_004043c4,004043c4
FUN_004043f0,004043f0
FUN_004043f4,004043f4
FUN_00404404,00404404
FUN_00404420,00404420
FUN_00404444,00404444
FUN_00404450,00404450
FUN_00404480,00404480
FUN_004044a8,004044a8
FUN_004044f0,004044f0
FUN_004045a0,004045a0
FUN_00404674,00404674
FUN_0040472c,0040472c
FUN_00404758,00404758
FUN_004047bc,004047bc
FUN_004047c4,004047c4
FUN_004047d8,004047d8
FUN_00404838,00404838
FUN_00404890,00404890
FUN_004048f8,004048f8
FUN_004049e4,004049e4
FUN_00404a7c,00404a7c
FUN_00404a90,00404a90
FUN_00404abc,00404abc
FUN_00404b20,00404b20
FUN_00404b78,00404b78
FUN_00404d38,00404d38
FUN_00404d80,00404d80
FUN_00404e58,00404e58
FUN_00404ea0,00404ea0
FUN_00404f28,00404f28
FUN_00404f30,00404f30
FUN_00404f40,00404f40
FUN_00405084,00405084
FUN_004050d4,004050d4
FUN_0040512c,0040512c
FUN_004051d0,004051d0
FUN_00405260,00405260
FUN_00405264,00405264
FUN_00405268,00405268
FUN_0040526c,0040526c
FUN_00405370,00405370
FUN_0040540c,0040540c
FUN_00405410,00405410
FUN_00405414,00405414
FUN_004054f0,004054f0
FUN_00405544,00405544
FUN_0040559c,0040559c
FUN_004055bc,004055bc
FUN_00405604,00405604
FUN_00405630,00405630
FUN_0040571c,0040571c
FUN_0040580c,0040580c
FUN_00405850,00405850
FUN_00405854,00405854
FUN_00405864,00405864
FUN_004058d4,004058d4
FUN_00405920,00405920
FUN_00405924,00405924
FUN_00405950,00405950
FUN_004059cc,004059cc
FUN_00405a58,00405a58
FUN_00405af4,00405af4
FUN_00405afc,00405afc
FUN_00405b9c,00405b9c
FUN_00405ba4,00405ba4
FUN_00405bac,00405bac
FUN_00405bb4,00405bb4
FUN_00405bbc,00405bbc
FUN_00405bc4,00405bc4
FUN_00405c18,00405c18
FUN_00405c24,00405c24
FUN_00405c94,00405c94
FUN_00405fa0,00405fa0
FUN_00406080,00406080
FUN_004061d0,004061d0
FUN_00406250,00406250
FUN_00406254,00406254
FUN_004062d4,004062d4
FUN_00406308,00406308
FUN_0040637c,0040637c
FUN_004063d4,004063d4
FUN_00406440,00406440
FUN_004065c4,004065c4
FUN_004065e0,004065e0
FUN_0040660c,0040660c
FUN_00406648,00406648
FUN_00406668,00406668
FUN_004066d4,004066d4
FUN_004066ec,004066ec
FUN_00406704,00406704
FUN_004067a8,004067a8
FUN_004067b0,004067b0
FUN_00406998,00406998
FUN_00406bb8,00406bb8
FUN_00406d14,00406d14
FUN_00406d34,00406d34
FUN_00406f6c,00406f6c
FUN_00406f8c,00406f8c
FUN_00406ff4,00406ff4
FUN_00407168,00407168
FUN_00407170,00407170
FUN_004072ec,004072ec
FUN_0040744c,0040744c
FUN_00407518,00407518
FUN_0040773c,0040773c
FUN_00407740,00407740
FUN_004077b0,004077b0
FUN_004077f8,004077f8
FUN_00407818,00407818
FUN_00407840,00407840
FUN_00407884,00407884
FUN_00407a9c,00407a9c
FUN_00407acc,00407acc
FUN_00407b08,00407b08
FUN_00407b28,00407b28
FUN_00407b48,00407b48
FUN_00407bac,00407bac
FUN_00407bf0,00407bf0
FUN_00407c1c,00407c1c
FUN_00407c3c,00407c3c
FUN_00407de4,00407de4
FUN_00407e34,00407e34
FUN_00407f9c,00407f9c
FUN_004080f4,004080f4
FUN_00408190,00408190
FUN_004081c4,004081c4
FUN_004081dc,004081dc
FUN_00408248,00408248
FUN_00408270,00408270
FUN_00408374,00408374
FUN_004083bc,004083bc
FUN_00408458,00408458
FUN_004084a0,004084a0
FUN_00408528,00408528
FUN_0040852c,0040852c
FUN_00408534,00408534
FUN_00408544,00408544
FUN_004085e8,004085e8
FUN_00408664,00408664
FUN_004086e8,004086e8
FUN_00408728,00408728
FUN_0040878c,0040878c
FUN_00408828,00408828
FUN_00408aac,00408aac
HandleNotification_00408b34,00408b34
FUN_00408b38,00408b38
FUN_00408b3c,00408b3c
FUN_00408c80,00408c80
FUN_00408cbc,00408cbc
FUN_00408cdc,00408cdc
FUN_00408d1c,00408d1c
FUN_00408e24,00408e24
FUN_00408ef8,00408ef8
FUN_00408f48,00408f48
FUN_00409040,00409040
FUN_00409054,00409054
FUN_004090cc,004090cc
FUN_00409184,00409184
FUN_00409194,00409194
FUN_00409390,00409390
FUN_004093f8,004093f8
FUN_00409428,00409428
FUN_004094a8,004094a8
FUN_004094b4,004094b4
FUN_004094f4,004094f4
FUN_0040950c,0040950c
FUN_004095e4,004095e4
FUN_00409640,00409640
FUN_004096c0,004096c0
FUN_00409740,00409740
FUN_004097c8,004097c8
FUN_00409840,00409840
FUN_00409854,00409854
FUN_0040987c,0040987c
FUN_004098a4,004098a4
FUN_004098e4,004098e4
FUN_00409968,00409968
FUN_00409984,00409984
FUN_004099f4,004099f4
FUN_00409a10,00409a10
FUN_00409a94,00409a94
FUN_00409ab0,00409ab0
FUN_00409b34,00409b34
FUN_00409b50,00409b50
FUN_00409bb8,00409bb8
FUN_00409bd4,00409bd4
nnosResultPanicHandlerImplDefault,00409bd8
nnosResultTPanicHandlerImplDefault,00409c00
nnosResultTFailureHandlerImplDefault,00409c28
nnosResultTFailureHandlerImplDefault_00409c30,00409c30
FUN_00409c38,00409c38
FUN_00409c58,00409c58
FUN_00409c78,00409c78
thunk_FUN_003525d4,00409cd8
FUN_00409cdc,00409cdc
FUN_00409ce4,00409ce4
FUN_00409f14,00409f14
FUN_00409f18,00409f18
FUN_00409f20,00409f20
FUN_00409f28,00409f28
FUN_00409fa4,00409fa4
FUN_00409fac,00409fac
FUN_00409fb4,00409fb4
FUN_00409fbc,00409fbc
FUN_00409fc0,00409fc0
FUN_0040a004,0040a004
FUN_0040a020,0040a020
FUN_0040a07c,0040a07c
FUN_0040a084,0040a084
FUN_0040a090,0040a090
FUN_0040a098,0040a098
FUN_0040a0a0,0040a0a0
FUN_0040a0a8,0040a0a8
FUN_0040a0b0,0040a0b0
FUN_0040a0b8,0040a0b8
FUN_0040a0c0,0040a0c0
FUN_0040a0c8,0040a0c8
FUN_0040a0d0,0040a0d0
FUN_0040a0d8,0040a0d8
FUN_0040a0e0,0040a0e0
FUN_0040a0e8,0040a0e8
FUN_0040a124,0040a124
FUN_0040a490,0040a490
FUN_0040a57c,0040a57c
FUN_0040a5e8,0040a5e8
FUN_0040a668,0040a668
FUN_0040a674,0040a674
FUN_0040a740,0040a740
FUN_0040a798,0040a798
FUN_0040a7d4,0040a7d4
FUN_0040a7f4,0040a7f4
FUN_0040a940,0040a940
FUN_0040a9a0,0040a9a0
FUN_0040ac08,0040ac08
FUN_0040ac0c,0040ac0c
FUN_0040ac10,0040ac10
FUN_0040ac14,0040ac14
FUN_0040ad18,0040ad18
FUN_0040ad90,0040ad90
FUN_0040ae10,0040ae10
FUN_0040ae90,0040ae90
FUN_0040af28,0040af28
FUN_0040afa0,0040afa0
FUN_0040b018,0040b018
FUN_0040b074,0040b074
FUN_0040b0d0,0040b0d0
FUN_0040b148,0040b148
FUN_0040b1c0,0040b1c0
FUN_0040b21c,0040b21c
FUN_0040b264,0040b264
FUN_0040b2c0,0040b2c0
FUN_0040b31c,0040b31c
FUN_0040b378,0040b378
FUN_0040b3d4,0040b3d4
FUN_0040b474,0040b474
FUN_0040b478,0040b478
FUN_0040b4e8,0040b4e8
FUN_0040b560,0040b560
FUN_0040b588,0040b588
FUN_0040b608,0040b608
FUN_0040b664,0040b664
FUN_0040b66c,0040b66c
FUN_0040b71c,0040b71c
FUN_0040b7d8,0040b7d8
FUN_0040b808,0040b808
FUN_0040b810,0040b810
FUN_0040b888,0040b888
FUN_0040b8e4,0040b8e4
FUN_0040b940,0040b940
FUN_0040b948,0040b948
FUN_0040b978,0040b978
FUN_0040b9a8,0040b9a8
FUN_0040b9b0,0040b9b0
FUN_0040b9b8,0040b9b8
FUN_0040b9c4,0040b9c4
FUN_0040b9f4,0040b9f4
FUN_0040b9fc,0040b9fc
FUN_0040ba24,0040ba24
FUN_0040ba2c,0040ba2c
FUN_0040ba5c,0040ba5c
FUN_0040ba64,0040ba64
FUN_0040ba6c,0040ba6c
FUN_0040ba9c,0040ba9c
FUN_0040bacc,0040bacc
FUN_0040bb2c,0040bb2c
FUN_0040bb80,0040bb80
FUN_0040bbdc,0040bbdc
FUN_0040bbe0,0040bbe0
FUN_0040bbe4,0040bbe4
FUN_0040bbe8,0040bbe8
FUN_0040bbec,0040bbec
FUN_0040bbf0,0040bbf0
FUN_0040bbf4,0040bbf4
FUN_0040bc04,0040bc04
FUN_0040bc14,0040bc14
FUN_0040bc24,0040bc24
FUN_0040bc28,0040bc28
FUN_0040bc2c,0040bc2c
FUN_0040bc30,0040bc30
FUN_0040bc50,0040bc50
FUN_0040bc54,0040bc54
FUN_0040bc58,0040bc58
FUN_0040bc68,0040bc68
FUN_0040bcb0,0040bcb0
FUN_0040bcf0,0040bcf0
FUN_0040bcf8,0040bcf8
FUN_0040bd40,0040bd40
FUN_0040bd50,0040bd50
FUN_0040bd64,0040bd64
FUN_0040bd68,0040bd68
FUN_0040bd6c,0040bd6c
FUN_0040bd70,0040bd70
FUN_0040bd74,0040bd74
FUN_0040bd78,0040bd78
FUN_0040bdc4,0040bdc4
FUN_0040be04,0040be04
FUN_0040be0c,0040be0c
FUN_0040be10,0040be10
FUN_0040be40,0040be40
FUN_0040bef8,0040bef8
FUN_0040bf1c,0040bf1c
FUN_0040bf20,0040bf20
FUN_0040bf24,0040bf24
FUN_0040bf5c,0040bf5c
FUN_0040bf60,0040bf60
FUN_0040bf64,0040bf64
FUN_0040bf68,0040bf68
FUN_0040bf8c,0040bf8c
FUN_0040bf90,0040bf90
FUN_0040bf94,0040bf94
FUN_0040bf98,0040bf98
FUN_0040bfb4,0040bfb4
FUN_0040bfb8,0040bfb8
FUN_0040bfe0,0040bfe0
FUN_0040c040,0040c040
FUN_0040c044,0040c044
FUN_0040c048,0040c048
FUN_0040c0a8,0040c0a8
FUN_0040c0ac,0040c0ac
FUN_0040c0e4,0040c0e4
FUN_0040c154,0040c154
FUN_0040c170,0040c170
FUN_0040c198,0040c198
FUN_0040c19c,0040c19c
FUN_0040c1a0,0040c1a0
FUN_0040c1a4,0040c1a4
FUN_0040c32c,0040c32c
FUN_0040c36c,0040c36c
FUN_0040c370,0040c370
FUN_0040c40c,0040c40c
FUN_0040c410,0040c410
FUN_0040c4c8,0040c4c8
FUN_0040c4cc,0040c4cc
FUN_0040c508,0040c508
FUN_0040c50c,0040c50c
FUN_0040c5fc,0040c5fc
FUN_0040c600,0040c600
FUN_0040c604,0040c604
FUN_0040c608,0040c608
FUN_0040c678,0040c678
FUN_0040c6c0,0040c6c0
FUN_0040c6c4,0040c6c4
FUN_0040c6c8,0040c6c8
FUN_0040c744,0040c744
unk_draw_struct_04_constructor,0040c9e0
FUN_0040cbb8,0040cbb8
FUN_0040cbe4,0040cbe4
FUN_0040cbe8,0040cbe8
FUN_0040cc18,0040cc18
FUN_0040cc3c,0040cc3c
FUN_0040cc5c,0040cc5c
FUN_0040cc68,0040cc68
FUN_0040ccb4,0040ccb4
FUN_0040cd2c,0040cd2c
GetSize_0040cd58,0040cd58
TryGetSize_0040cd80,0040cd80
TryGetSize_0040cd9c,0040cd9c
FUN_0040cdd8,0040cdd8
FUN_0040d040,0040d040
FUN_0040d15c,0040d15c
FUN_0040d1a8,0040d1a8
GetAsFileName,0040d2d4
FUN_0040d30c,0040d30c
FUN_0040d35c,0040d35c
FUN_0040d394,0040d394
FUN_0040d39c,0040d39c
FUN_0040d3a4,0040d3a4
FUN_0040d418,0040d418
FUN_0040d420,0040d420
FUN_0040d484,0040d484
FUN_0040d4b0,0040d4b0
FUN_0040d4b8,0040d4b8
FUN_0040d4c0,0040d4c0
FUN_0040d4c8,0040d4c8
FUN_0040d51c,0040d51c
FUN_0040d60c,0040d60c
FUN_0040d620,0040d620
FUN_0040d62c,0040d62c
FUN_0040d644,0040d644
FUN_0040d650,0040d650
FUN_0040d65c,0040d65c
FUN_0040d668,0040d668
FUN_0040d674,0040d674
FUN_0040d73c,0040d73c
FUN_0040d778,0040d778
FUN_0040d79c,0040d79c
FUN_0040d7c0,0040d7c0
FUN_0040d82c,0040d82c
FUN_0040d99c,0040d99c
FUN_0040d9e0,0040d9e0
FUN_0040da24,0040da24
FUN_0040da5c,0040da5c
FUN_0040da9c,0040da9c
FUN_0040dadc,0040dadc
FUN_0040dafc,0040dafc
FUN_0040db1c,0040db1c
FUN_0040db4c,0040db4c
FUN_0040db7c,0040db7c
FUN_0040dbb0,0040dbb0
FUN_0040dbd8,0040dbd8
FUN_0040dbe4,0040dbe4
FUN_0040dc48,0040dc48
FUN_0040dcb4,0040dcb4
FUN_0040dd38,0040dd38
FUN_0040dd8c,0040dd8c
FUN_0040dde0,0040dde0
FUN_0040de34,0040de34
FUN_0040dea0,0040dea0
FUN_0040deac,0040deac
FUN_0040df14,0040df14
FUN_0040df3c,0040df3c
FUN_0040df64,0040df64
FUN_0040df8c,0040df8c
FUN_0040dfb4,0040dfb4
FUN_0040dfdc,0040dfdc
FUN_0040e000,0040e000
FUN_0040e030,0040e030
FUN_0040e0c0,0040e0c0
FUN_0040e110,0040e110
FUN_0040e13c,0040e13c
FUN_0040e198,0040e198
FUN_0040e1f0,0040e1f0
FUN_0040e3c0,0040e3c0
FUN_0040e3e8,0040e3e8
FUN_0040e3fc,0040e3fc
FUN_0040ec9c,0040ec9c
FUN_0040ecc4,0040ecc4
FUN_0040ecd8,0040ecd8
FUN_0040f214,0040f214
FUN_0040f2ec,0040f2ec
FUN_0040f328,0040f328
FUN_0040f334,0040f334
FUN_0040f35c,0040f35c
FUN_0040f39c,0040f39c
FUN_0040f3c4,0040f3c4
FUN_0040f3ec,0040f3ec
FUN_0040f404,0040f404
FUN_0040f42c,0040f42c
FUN_0040f454,0040f454
FUN_0040f4c4,0040f4c4
FUN_0040f4ec,0040f4ec
FUN_0040f5c4,0040f5c4
FUN_0040f5f4,0040f5f4
FUN_0040f660,0040f660
FUN_0040f6c4,0040f6c4
FUN_0040f6d0,0040f6d0
FUN_0040f6dc,0040f6dc
FUN_0040f6f8,0040f6f8
FUN_0040f704,0040f704
FUN_0040f710,0040f710
FUN_0040f74c,0040f74c
FUN_0040f758,0040f758
FUN_0040f9a4,0040f9a4
FUN_0040fa1c,0040fa1c
FUN_0040fa94,0040fa94
FUN_0040fb0c,0040fb0c
FUN_0040fb4c,0040fb4c
FUN_0040fb94,0040fb94
FUN_0040fbc8,0040fbc8
FUN_0040fc34,0040fc34
FUN_0040fca0,0040fca0
FUN_0040fd08,0040fd08
FUN_0040fd28,0040fd28
FUN_0040fd70,0040fd70
FUN_0040fdf8,0040fdf8
FUN_0040fea4,0040fea4
FUN_0040feb0,0040feb0
FUN_0040ff2c,0040ff2c
FUN_0040ff40,0040ff40
FUN_0040ff4c,0040ff4c
FUN_0040ff54,0040ff54
FUN_0040ff5c,0040ff5c
FUN_0040ff64,0040ff64
FUN_0040ff6c,0040ff6c
FUN_0040ff74,0040ff74
FUN_0040ff7c,0040ff7c
FUN_0040ff84,0040ff84
FUN_0040ff8c,0040ff8c
FUN_0040ff94,0040ff94
FUN_0040ff9c,0040ff9c
FUN_0040ffa4,0040ffa4
FUN_0040ffac,0040ffac
FUN_0040ffb4,0040ffb4
FUN_0040ffbc,0040ffbc
FUN_0040ffc4,0040ffc4
FUN_0040ffcc,0040ffcc
FUN_0040ffd4,0040ffd4
FUN_0040ffdc,0040ffdc
FUN_0040ffe4,0040ffe4
FUN_0040ffec,0040ffec
FUN_0040fff4,0040fff4
FUN_0040fffc,0040fffc
FUN_00410004,00410004
FUN_0041000c,0041000c
FUN_00410014,00410014
FUN_0041001c,0041001c
FUN_00410020,00410020
FUN_00410024,00410024
FUN_0041002c,0041002c
FUN_00410034,00410034
FUN_0041003c,0041003c
FUN_00410044,00410044
FUN_0041004c,0041004c
FUN_00410054,00410054
FUN_0041005c,0041005c
FUN_00410064,00410064
FUN_0041006c,0041006c
FUN_00410074,00410074
FUN_0041007c,0041007c
FUN_00410084,00410084
FUN_0041008c,0041008c
FUN_00410094,00410094
FUN_0041009c,0041009c
FUN_004100a4,004100a4
FUN_004100ac,004100ac
FUN_004100b4,004100b4
FUN_004100bc,004100bc
FUN_004100c4,004100c4
FUN_004100cc,004100cc
FUN_004100d4,004100d4
FUN_004100dc,004100dc
FUN_004100e4,004100e4
FUN_004100ec,004100ec
FUN_004100f4,004100f4
FUN_004100fc,004100fc
FUN_00410104,00410104
FUN_0041010c,0041010c
FUN_00410114,00410114
FUN_0041011c,0041011c
FUN_00410124,00410124
FUN_0041012c,0041012c
FUN_004101c4,004101c4
FUN_004101cc,004101cc
FUN_004101d4,004101d4
FUN_004101dc,004101dc
FUN_004101e4,004101e4
FUN_004101ec,004101ec
FUN_004101f4,004101f4
FUN_004101fc,004101fc
FUN_00410204,00410204
FUN_0041020c,0041020c
FUN_00410214,00410214
FUN_0041021c,0041021c
FUN_00410224,00410224
FUN_0041022c,0041022c
FUN_00410234,00410234
FUN_0041023c,0041023c
FUN_00410244,00410244
FUN_0041024c,0041024c
FUN_00410254,00410254
FUN_0041025c,0041025c
FUN_00410264,00410264
FUN_00410278,00410278
FUN_004102d0,004102d0
FUN_004102f8,004102f8
FUN_00410350,00410350
FUN_00410378,00410378
FUN_00410380,00410380
FUN_00410388,00410388
FUN_00410390,00410390
FUN_00410398,00410398
FUN_004103a0,004103a0
FUN_004103a8,004103a8
FUN_004103b0,004103b0
FUN_004103b8,004103b8
FUN_004103c0,004103c0
FUN_004103c8,004103c8
FUN_004103d0,004103d0
FUN_004103d8,004103d8
FUN_004103e0,004103e0
FUN_004103e8,004103e8
FUN_004103f0,004103f0
FUN_004103f8,004103f8
FUN_00410400,00410400
FUN_00410408,00410408
FUN_00410410,00410410
FUN_00410418,00410418
FUN_00410420,00410420
FUN_00410428,00410428
FUN_00410430,00410430
FUN_00410438,00410438
FUN_00410440,00410440
FUN_00410448,00410448
FUN_00410450,00410450
FUN_00410458,00410458
FUN_00410460,00410460
FUN_0041048c,0041048c
FUN_00410494,00410494
FUN_004104d8,004104d8
FUN_00410500,00410500
FUN_0041056c,0041056c
FUN_004105d0,004105d0
FUN_004105f8,004105f8
FUN_00410604,00410604
FUN_00410670,00410670
FUN_00410684,00410684
FUN_004106e4,004106e4
FUN_00410788,00410788
FUN_004107e4,004107e4
FUN_0041088c,0041088c
FUN_0041089c,0041089c
FUN_004108ac,004108ac
FUN_004108bc,004108bc
FUN_00410904,00410904
FUN_00410910,00410910
FUN_004109c0,004109c0
FUN_004109cc,004109cc
FUN_004109d8,004109d8
FUN_00410a70,00410a70
FUN_00410aa4,00410aa4
FUN_00410b6c,00410b6c
FUN_00410b74,00410b74
__cxa_pure_virtual,00410b88
__fb_initializeFBManager,00410b90
__fbv_initializeFBValidator,00410c5c
__shm_initializeShaderManager,00410c68
__shv_initializeShaderValidator,00411334
__sta_initializeState,00411c18
InitializeFSAPIGlobals,00412098
FUN_00412178,00412178
FUN_0041219c,0041219c
FUN_004121c4,004121c4
FUN_00412210,00412210
FUN_00412248,00412248
FUN_004122ac,004122ac
FUN_00412308,00412308
InitializeSrvAPIGlobals,0041231c
FUN_004123c0,004123c0
FUN_004123d4,004123d4
FUN_00412420,00412420
FUN_0041244c,0041244c
FUN_00412560,00412560
FUN_0041258c,0041258c
FUN_00412664,00412664
FUN_0041267c,0041267c
FUN_004126b0,004126b0
FUN_004126f4,004126f4
FUN_0041271c,0041271c
FUN_00412738,00412738
__sti___13_os_Thread_cpp,004127f4
FUN_00412874,00412874
FUN_004128f4,004128f4
FUN_0041294c,0041294c
FUN_00412994,00412994
FUN_004129e0,004129e0
FUN_00412a08,00412a08
FUN_00412a30,00412a30
FUN_00412b10,00412b10
InitializeAppletAPIGlobals,00412bc4
FUN_00412cec,00412cec
FUN_00412d00,00412d00
FUN_00412d30,00412d30
FUN_00412ddc,00412ddc
FUN_00412e20,00412e20
FUN_00412ebc,00412ebc
FUN_00412f08,00412f08
FUN_00412f54,00412f54
FUN_00412f90,00412f90
FUN_00412fa4,00412fa4
FUN_00412fb8,00412fb8
FUN_00412fcc,00412fcc
FUN_00412fe0,00412fe0
FUN_00413010,00413010
FUN_0041302c,0041302c
FUN_00413080,00413080
FUN_004130cc,004130cc
FUN_00413144,00413144
FUN_0041317c,0041317c
FUN_004131b4,004131b4
FUN_004131d8,004131d8
FUN_004131fc,004131fc
FUN_00413238,00413238
FUN_00413284,00413284
FUN_0041334c,0041334c
FUN_004133dc,004133dc
InitializeCameraGlobals,00413440
InitializeHIDIPCClientGlobals,00413454
FUN_00413468,00413468
InitializeNDMIPCClientGlobals,00413480
FUN_00413494,00413494
FUN_004134ac,004134ac
FUN_004134d4,004134d4
FUN_004134fc,004134fc
FUN_00413554,00413554
FUN_00413570,00413570
FUN_004135bc,004135bc
FUN_004135d4,004135d4
FUN_004135fc,004135fc
FUN_00413624,00413624
FUN_00413654,00413654
InitializeAppletWrapperGlobals,00413680
FUN_004136cc,004136cc
FUN_004136e0,004136e0
FUN_00413708,00413708
FUN_004137a4,004137a4
InitializeYuvToRGBGlobals,004137f0
FUN_00413814,00413814
FUN_00413860,00413860
FUN_004138ac,004138ac
FUN_004138c4,004138c4
FUN_004138f4,004138f4
FUN_00413978,00413978
FUN_004139c4,004139c4
FUN_00413a10,00413a10
FUN_00413a28,00413a28
FUN_00413a74,00413a74
FUN_00413ac0,00413ac0
FUN_00413b78,00413b78
InitializeGXLowManagementGlobals,00413c20
FUN_00413d38,00413d38
InitializeVoiceManagerGlobals,00413d50
FUN_00413dfc,00413dfc
FUN_00413e24,00413e24
FUN_00413e70,00413e70
FUN_00413ebc,00413ebc
FUN_00413f08,00413f08
InitializeUserFileSystemGlobals,00413f48
InitializeMasterManagerGlobals,00414064
FUN_00414098,00414098
FUN_004140b0,004140b0
FUN_004140d4,004140d4
FUN_004140fc,004140fc
FUN_00414144,00414144
FUN_0041417c,0041417c
FUN_00414228,00414228
FUN_00414288,00414288
FUN_004142d4,004142d4
FUN_00414304,00414304
FUN_00414360,00414360
FUN_00414388,00414388
FUN_004143a0,004143a0
FUN_004143ec,004143ec
InitializeGyroscopeReaderConstants,00414488
FUN_004145e4,004145e4
FUN_004146d0,004146d0
FUN_00414718,00414718
FUN_0041475c,0041475c
InitializeMasterManagerImplGlobals,00414760
FUN_00414794,00414794
FUN_004147e0,004147e0
FUN_00414810,00414810
FUN_00414838,00414838
__tx_initializeTexManager,00414874
__txv_initializeTextureValidator,00414a5c
__vb_initializeVBManager,00414b34
__vldtr_initializeStateValidator,00414bec
glEnable,00414c6c
FUN_0041507c,0041507c
FUN_00415160,00415160
FUN_004151cc,004151cc
glDepthFunc,004152b8
glFrontFace,00415418
glGenFramebuffers,004154dc
